,cat_total_funding,cat_funding_day,cat_funding_range_1_2,cat_company_age,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
3736,5,8,0,6,NitroMed,31400000.0,success,1,Electronics,5277.0,0.0,35,North America
3737,5,7,4,5,NitroSecurity,29000000.0,success,6,Privacy and Security,2247.0,2054.0,23,North America
3738,3,5,0,2,Nixle,10000000.0,success,1,Information Technology,1276.0,0.0,15,North America
3739,6,0,0,0,No Capital LLC,38730470.0,failure,1,Services,0.0,0.0,7,North America
3740,6,1,0,0,No Chains,38730470.0,failure,1,Electronics,75.0,0.0,10,North America
3741,2,1,0,0,Nodeable,2000000.0,success,1,Data Science,147.0,0.0,11,North America
3742,5,2,3,1,Ankeena Networks,31828792.0,success,3,Media & Publishing,220.0,588.0,14,North America
3743,5,2,2,0,Nomi,13000000.0,success,2,Data Science,163.0,247.0,10,North America
3744,7,2,3,2,Nordic Windpower,54000000.0,failure,3,Information Technology,274.0,826.0,15,North America
3745,6,2,0,2,North by South,38730470.0,failure,1,Media & Publishing,486.0,0.0,15,North America
3746,5,5,4,5,NorthStar Systems International,29500000.0,success,2,Information Technology,1248.0,1260.0,21,North America
3747,8,8,4,5,Northwest Biotherapeutics,113895000.0,success,5,Health Care & Biotechnology,4725.0,1576.0,24,North America
3748,6,2,2,1,Notehall,38730470.0,success,2,Information Technology,578.0,31.0,14,North America
3749,1,2,0,0,Notice Kiosk,300000.0,failure,1,Services,500.0,0.0,11,North America
3750,6,0,0,1,Notifo,38730470.0,failure,1,Electronics,0.0,0.0,12,North America
3751,1,8,0,5,Notify Technology,248502.0,success,1,Electronics,5611.0,0.0,28,North America
3752,5,8,0,5,NovaBay Pharmaceuticals,15134300.0,success,1,Health Care & Biotechnology,5556.0,0.0,22,North America
3753,7,7,0,5,NovaCardia,48000000.0,success,1,Health Care & Biotechnology,2092.0,0.0,21,North America
3754,5,7,0,5,Novacept,30000000.0,success,1,Health Care & Biotechnology,2619.0,0.0,27,North America
3755,5,5,0,4,Novafora,12000000.0,failure,1,Information Technology,1327.0,0.0,18,North America
3756,5,7,0,5,Novare Surgical,16000000.0,failure,1,Health Care & Biotechnology,2833.0,0.0,23,North America
3757,7,5,5,5,Novarra,70000000.0,success,2,Electronics,938.0,2195.0,23,North America
3758,5,8,0,5,Novatel Wireless,14411764.0,success,1,Electronics,6835.0,0.0,26,North America
3759,2,7,3,3,Noveda Technologies,8952784.0,failure,2,Information Technology,2081.0,831.0,16,North America
3760,6,5,4,1,Novira Therapeutics,39495230.0,success,4,Health Care & Biotechnology,936.0,1247.0,13,North America
3761,6,7,2,4,NOWBOX,38730470.0,failure,2,Electronics,1826.0,120.0,17,North America
3762,2,1,3,3,NOZA,2800000.0,success,3,Community and Lifestyle,151.0,639.0,16,North America
3763,2,2,0,1,nPario,5000000.0,failure,1,Data Science,490.0,0.0,12,North America
3764,2,5,0,1,nprogress,1700000.0,failure,1,Electronics,668.0,0.0,12,North America
3765,2,5,2,0,nPulse Technologies,2947189.0,success,3,Information Technology,660.0,368.0,11,North America
3766,3,5,4,4,NQ Mobile Inc.,10000000.0,success,6,Information Technology,788.0,2047.0,17,North America
3767,2,5,2,1,nScaled,8500000.0,success,2,Information Technology,1146.0,371.0,13,North America
3768,1,2,3,0,NSFW Corporation,850000.0,success,3,Media & Publishing,277.0,618.0,11,North America
3769,2,7,0,5,NSite Software,6000000.0,success,1,Information Technology,2203.0,0.0,24,North America
3770,2,7,2,4,RevPoint Healthcare Technologies,2050000.0,success,2,Health Care & Biotechnology,2050.0,255.0,19,North America
3771,1,7,0,5,Ntirety,1000000.0,success,1,Data Science,2641.0,0.0,21,North America
3772,2,2,2,3,NuConomy,3300000.0,success,2,Media & Publishing,455.0,306.0,16,North America
3773,1,2,0,1,nuevoStage,60000.0,failure,1,Events,455.0,0.0,12,North America
3774,1,5,0,0,Nugg-it,600000.0,failure,1,Manufacturing,790.0,0.0,11,North America
3775,1,2,2,1,numberFire,775000.0,success,2,Data Science,431.0,213.0,12,North America
3776,1,8,0,5,Numerex,925000.0,success,1,Other,7716.0,0.0,30,North America
3777,1,2,2,0,Nuro Pharma,738384.0,failure,2,Health Care & Biotechnology,192.0,343.0,10,North America
3778,2,6,2,4,Nusym Technology,8100000.0,success,2,Media & Publishing,1714.0,555.0,18,North America
3779,2,7,0,5,NuTech Solutions,1630257.6,success,1,Information Technology,3198.0,0.0,23,North America
3780,1,8,0,6,Nutrisystem,300000.0,success,1,Health Care & Biotechnology,11311.0,0.0,50,North America
3781,1,2,2,2,NutshellMail,807260.0,success,3,Information Technology,465.0,174.0,15,North America
3782,7,5,5,4,Nuventix,47400000.0,success,6,Science & Engineering,979.0,3192.0,19,North America
3783,2,8,2,5,NuView Systems,7100000.0,success,2,Services,5484.0,430.0,28,North America
3784,1,2,0,0,Nuvola,330000.0,failure,1,Information Technology,398.0,0.0,9,North America
3785,5,5,3,1,Nuvosun,17459444.0,success,2,Information Technology,738.0,574.0,14,North America
3786,2,2,2,1,NVELO,7650097.0,success,2,Information Technology,198.0,215.0,12,North America
3787,5,8,3,5,Nvidia,25000000.0,success,2,Information Technology,5844.0,585.0,29,North America
3788,5,8,3,6,Quofore,20250000.0,success,2,Information Technology,10008.0,629.0,40,North America
3789,1,2,0,1,Oakland Single Parents' Network,5000.0,failure,1,Information Technology,292.0,0.0,12,North America
3790,2,8,0,6,Oasys Mobile,8000000.0,failure,1,Electronics,7992.0,0.0,38,North America
3791,7,6,4,3,Ob Hospitalist Group,58573492.0,success,3,Services,1591.0,1525.0,16,North America
3792,5,7,3,4,Oberon Media,36000000.0,success,2,Game & Applications,2105.0,765.0,19,North America
3793,3,7,5,5,ObjectFX,9400008.0,success,2,Information Technology,2616.0,3116.0,28,North America
3794,2,5,4,1,Objective Logistics,9000000.0,success,4,Data Science,687.0,972.0,13,North America
3795,2,6,0,5,Oblicore,9000000.0,success,1,Information Technology,1545.0,0.0,22,North America
3796,6,7,0,5,Oblix,38730470.0,failure,1,Information Technology,3180.0,0.0,26,North America
3797,5,1,4,2,Ocarina Networks,34300000.0,success,3,Real Estate,34.0,992.0,15,North America
3798,7,8,4,5,Ocean Power Technologies,65643736.0,success,2,Information Technology,5783.0,1699.0,28,North America
3799,7,7,4,4,Ocera Therapeutics,49500150.0,success,3,Health Care & Biotechnology,2645.0,1221.0,17,North America
3800,5,5,0,5,Octave Communications,17000000.0,success,1,Media & Publishing,1418.0,0.0,24,North America
3801,5,5,4,4,Octavian,15000000.0,failure,2,Information Technology,882.0,861.0,19,North America
3802,7,5,4,3,Ocular Therapeutix,73300000.0,success,6,Health Care & Biotechnology,1270.0,1447.0,16,North America
3803,5,2,3,0,Oculeve,32305472.0,success,4,Health Care & Biotechnology,499.0,671.0,11,North America
3804,7,1,2,0,Oculus VR,93400000.0,success,3,Electronics,31.0,498.0,10,North America
3805,2,2,0,0,Oculus360,1499999.0,failure,1,Data Science,380.0,0.0,10,North America
3806,6,1,0,4,Odeo,38730470.0,success,1,Information Technology,40.0,0.0,17,North America
3807,2,1,2,1,Off & Away,3250000.0,success,2,Travel and Tourism,153.0,171.0,13,North America
3808,6,2,0,2,Offbeat Guides,38730470.0,failure,1,Travel and Tourism,396.0,0.0,15,North America
3809,1,0,0,1,OfferLounge,120000.0,failure,1,Media & Publishing,0.0,0.0,14,North America
3810,2,2,2,1,Offermatic,4500000.0,failure,2,Services,303.0,98.0,12,North America
3811,2,7,0,5,Offermatica,7000000.0,success,1,Information Technology,3550.0,0.0,26,North America
3812,1,2,0,1,Offermobi,1000000.0,success,1,Media & Publishing,396.0,0.0,12,North America
3813,6,5,0,6,Office Depot,38730470.0,success,1,Commerce & Marketing,1247.0,0.0,36,North America
3814,1,2,0,1,OffiSync,1000000.0,success,1,Other,245.0,0.0,12,North America
3815,2,2,0,1,Ohai,6000000.0,failure,1,Game & Applications,366.0,0.0,14,North America
3816,6,5,0,4,Ohloh,38730470.0,success,1,Information Technology,1096.0,0.0,18,North America
3817,1,2,0,0,OhmData,185000.0,success,1,Information Technology,397.0,0.0,9,North America
3818,6,6,4,1,Oink,39942388.0,success,9,Commerce & Marketing,1577.0,1117.0,14,North America
3819,2,5,0,4,OkCupid,6000000.0,success,1,Information Technology,1477.0,0.0,19,North America
3820,1,5,0,0,OKDJ.fm,549970.0,failure,1,Other,862.0,0.0,11,North America
3821,5,8,0,5,Old Line Bank,12000000.0,failure,1,Services,9026.0,0.0,33,North America
3822,2,1,0,3,OleOle,5000000.0,failure,1,Media & Publishing,31.0,0.0,16,North America
3823,2,1,3,1,Olive Medical Corporation,2071500.0,failure,3,Manufacturing,20.0,768.0,13,North America
3824,2,0,4,0,Ology Media,3175000.0,failure,2,Other,0.0,1216.0,11,North America
3825,1,2,2,0,Ombu,185000.0,failure,2,Electronics,439.0,381.0,11,North America
3826,2,5,0,0,Omega Point Research,3172815.0,failure,1,Information Technology,863.0,0.0,9,North America
3827,5,2,4,3,OMGPOP,16600000.0,success,5,Commerce & Marketing,213.0,1618.0,16,North America
3828,4,7,0,5,Omneon,10500000.0,success,1,Game & Applications,2297.0,0.0,24,North America
3829,1,2,0,4,Omnidrive,800000.0,failure,1,Information Technology,395.0,0.0,17,North America
3830,5,5,4,4,Omnilink Systems,12209831.0,success,2,Information Technology,1486.0,1894.0,19,North America
3831,7,7,4,5,Omniture,79350000.0,success,4,Media & Publishing,3055.0,1722.0,26,North America
3832,6,7,0,5,"Omtool, Ltd",38730470.0,failure,1,Services,2029.0,0.0,31,North America
3833,8,0,5,2,OnDeck,538000000.0,success,11,Services,0.0,2986.0,15,North America
3834,2,8,0,5,On2 Technologies,5240000.0,success,1,Media & Publishing,4758.0,0.0,30,North America
3835,5,2,2,1,Onavo,13000000.0,success,2,Electronics,485.0,268.0,12,North America
3836,8,6,4,4,OncoMed Pharmaceuticals,196250000.0,success,3,Health Care & Biotechnology,1556.0,1858.0,18,North America
3837,7,8,4,5,Onconova Therapeutics,89466480.0,success,5,Health Care & Biotechnology,4445.0,2059.0,24,North America
3838,1,5,0,0,OnCore Biopharma,1000000.0,success,1,Health Care & Biotechnology,1006.0,0.0,10,North America
3839,7,2,4,0,OncoSec Medical,67263000.0,success,5,Health Care & Biotechnology,181.0,1439.0,11,North America
3840,7,7,4,4,OncoVista Innovative Therapies,65000000.0,success,2,Health Care & Biotechnology,2507.0,1817.0,18,North America
3841,6,0,0,2,Ondeego,38730470.0,failure,1,Electronics,0.0,0.0,15,North America
3842,2,1,1,0,One Jackson,4000000.0,success,2,Commerce & Marketing,143.0,5.0,10,North America
3843,2,0,3,2,One Season,3750000.0,failure,2,Other,0.0,751.0,15,North America
3844,1,1,0,1,One-Song,20000.0,failure,1,Media & Publishing,151.0,0.0,13,North America
3845,6,7,0,3,One Source Networks,38730470.0,success,1,Other,2871.0,0.0,16,North America
3846,2,2,0,0,oneEvent Technologies,1875000.0,failure,1,Community and Lifestyle,394.0,0.0,8,North America
3847,2,1,2,1,oneforty,2345000.0,success,4,Game & Applications,71.0,215.0,13,North America
3848,5,7,0,5,OneNeck IT Services,12800000.0,success,1,Services,3086.0,0.0,25,North America
3849,5,5,4,2,OneHealth Solutions,16000000.0,success,2,Game & Applications,1304.0,979.0,15,North America
3850,5,0,4,3,OneRiot,27300000.0,success,3,Media & Publishing,0.0,1334.0,16,North America
3851,8,5,4,1,OneRoof Energy,195249810.0,success,10,Information Technology,994.0,1328.0,13,North America
3852,2,1,2,2,OneRoomRate.com,4000000.0,failure,2,Information Technology,61.0,366.0,15,North America
3853,1,1,0,0,OneSmile Holdco,1100000.0,failure,1,Health Care & Biotechnology,139.0,0.0,7,North America
3854,1,1,0,1,OneTrueFan,1200000.0,success,1,Information Technology,62.0,0.0,12,North America
3855,2,2,0,1,"ORCA, Inc.",2000000.0,success,1,Commerce & Marketing,537.0,0.0,14,North America
3856,2,8,4,6,ONFocus Healthcare,4332943.0,success,5,Services,9234.0,1504.0,37,North America
3857,5,5,4,4,OnForce,26750000.0,success,3,Information Technology,1076.0,2121.0,19,North America
3858,5,7,5,5,"ONI Medical Systems, Inc.",24250000.0,success,7,Health Care & Biotechnology,2428.0,2180.0,25,North America
3859,2,0,3,0,Onko Solutions,1750000.0,failure,3,Health Care & Biotechnology,0.0,839.0,8,North America
3860,7,2,4,2,OnLive,56500000.0,success,3,Information Technology,273.0,1226.0,15,North America
3861,1,6,0,4,ONOSYS Online Ordering,500000.0,success,1,Information Technology,1632.0,0.0,19,North America
3862,5,5,4,4,OnRequest Images,19000000.0,failure,3,Media & Publishing,1347.0,1743.0,20,North America
3863,2,2,0,0,Onshore EMS,2000000.0,failure,1,Electronics,350.0,0.0,8,North America
3864,7,6,0,5,OnSite Access,70000000.0,success,1,Information Technology,1626.0,0.0,26,North America
3865,8,5,5,5,ONStor,96250000.0,success,5,Information Technology,808.0,2534.0,22,North America
3866,1,8,0,5,Onstream Media,900000.0,success,1,Services,6475.0,0.0,29,North America
3867,2,2,2,1,OnSwipe,6000000.0,success,3,Media & Publishing,377.0,353.0,12,North America
3868,2,2,4,3,Ontela,4500000.0,success,2,Electronics,313.0,1132.0,16,North America
3869,2,2,3,0,ONtheGO Platforms,3090852.0,success,4,Information Technology,475.0,790.0,10,North America
3870,5,5,0,4,OnVantage,18000000.0,success,1,Information Technology,747.0,0.0,18,North America
3871,2,5,0,1,Onward Behavioral Health,9250150.0,success,1,Health Care & Biotechnology,1153.0,0.0,13,North America
3872,5,5,5,4,Oodle,24621060.0,success,5,Community and Lifestyle,851.0,3241.0,18,North America
3873,1,2,2,0,Joint Loyalty,35000.0,failure,2,Media & Publishing,304.0,110.0,10,North America
3874,6,1,0,1,oohilove,38730470.0,failure,1,Commerce & Marketing,70.0,0.0,13,North America
3875,8,1,5,2,Ooyala,122000000.0,success,7,Data Science,57.0,2385.0,15,North America
3876,2,2,4,0,OpDemand,2650000.0,success,3,Information Technology,212.0,986.0,11,North America
3877,1,2,2,0,Open Air Publishing,970000.0,failure,2,Information Technology,185.0,223.0,11,North America
3878,3,5,0,5,Open Harbor,10000000.0,success,1,Information Technology,1053.0,0.0,23,North America
3879,1,2,0,1,Open Home Pro,35265.0,success,1,Electronics,472.0,0.0,12,North America
3880,5,4,4,3,Open Kernel Labs,14264323.0,success,6,Other,620.0,1758.0,16,North America
3881,6,1,0,0,Open Me,38730470.0,failure,1,Commerce & Marketing,153.0,0.0,9,North America
3882,2,0,2,0,Open Mile,9000000.0,success,2,Transportation,0.0,394.0,11,North America
3883,5,5,2,2,OPEN Sports Network,11221875.0,failure,3,Game & Applications,931.0,388.0,15,North America
3884,5,2,0,5,OpenAir,16000000.0,success,1,Information Technology,365.0,0.0,23,North America
3885,1,2,0,1,OpenChime,700000.0,failure,1,Information Technology,273.0,0.0,12,North America
3886,7,0,5,4,OpenDNS,51260000.0,success,5,Privacy and Security,0.0,3116.0,17,North America
3887,2,5,0,1,OpenFeint,3000000.0,success,1,Game & Applications,1024.0,0.0,14,North America
3888,7,7,4,5,OpenPages,50000000.0,success,2,Information Technology,1813.0,1170.0,26,North America
3889,1,0,0,0,"OpenRoost, Inc.",80000.0,failure,1,Other,0.0,0.0,8,North America
3890,2,7,0,5,OpenSpirit,4000000.0,success,1,Information Technology,2602.0,0.0,22,North America
3891,7,2,2,5,OpenTable,48000000.0,success,3,Services,303.0,519.0,24,North America
3892,7,5,5,4,OpGen,86526744.0,success,11,Data Science,1122.0,3820.0,20,North America
3893,7,5,5,5,Ophthonix,92253800.0,failure,7,Health Care & Biotechnology,1474.0,2836.0,22,North America
3894,8,2,5,2,Ophthotech,282700000.0,success,5,Health Care & Biotechnology,224.0,2356.0,15,North America
3895,2,2,3,1,Thumb,7240578.0,failure,3,Media & Publishing,305.0,826.0,12,North America
3896,8,6,4,4,OPKO Health,206000000.0,success,2,Health Care & Biotechnology,1614.0,1353.0,17,North America
3897,6,7,0,6,"OPNET Technologies, Inc.",38730470.0,success,1,Information Technology,4290.0,0.0,36,North America
3898,8,2,0,5,Opnext,321000000.0,success,1,Information Technology,580.0,0.0,22,North America
3899,7,2,4,2,Opower,65700000.0,success,3,Information Technology,212.0,1216.0,15,North America
3900,2,2,4,2,Opposing Views,2250000.0,success,2,Information Technology,275.0,1094.0,15,North America
3901,2,1,0,0,Opsmatic,3000000.0,success,1,Information Technology,105.0,0.0,9,North America
3902,2,6,0,5,OpsTechnology,4000000.0,success,1,Services,1747.0,0.0,23,North America
3903,8,1,2,5,Opsware,186000000.0,success,3,Information Technology,61.0,239.0,23,North America
3904,1,7,0,5,Optiant,517018.0,success,1,Information Technology,3516.0,0.0,22,North America
3905,8,0,5,4,OpTier,118100000.0,success,9,Data Science,0.0,3619.0,17,North America
3906,5,1,4,1,Optify,10849999.0,failure,3,Other,63.0,1375.0,14,North America
3907,2,0,4,1,"Optimal, Inc.",7600000.0,success,3,Media & Publishing,0.0,1978.0,14,North America
3908,7,2,5,4,OptiMedica,81235890.0,success,4,Health Care & Biotechnology,511.0,2906.0,18,North America
3909,2,0,2,1,Optimus3,1475000.0,failure,4,Commerce & Marketing,0.0,350.0,12,North America
3910,2,5,0,4,Optinuity,6000000.0,success,1,Information Technology,1204.0,0.0,18,North America
3911,2,5,4,3,OptionEase,4000000.0,success,3,Information Technology,687.0,1241.0,16,North America
3912,7,5,0,5,optionsXpress,90000000.0,success,1,Real Estate,1475.0,0.0,22,North America
3913,8,7,0,4,OptiSolar R&D,132000000.0,success,1,Information Technology,2292.0,0.0,20,North America
3914,5,7,0,5,Optiva,21000000.0,failure,1,Manufacturing,2200.0,0.0,25,North America
3915,1,1,2,0,Optyn,209250.0,success,3,Media & Publishing,57.0,346.0,9,North America
3916,7,7,2,5,OpVista,43000000.0,failure,2,Information Technology,2364.0,319.0,22,North America
3917,1,0,2,1,Opzi,1015000.0,failure,2,Game & Applications,0.0,243.0,12,North America
3918,2,1,2,1,Orabrush,3500000.0,success,3,Media & Publishing,137.0,272.0,12,North America
3919,2,2,0,0,OraHealth,2089110.0,failure,1,Health Care & Biotechnology,360.0,0.0,11,North America
3920,2,0,4,3,OrangeSoda,7500000.0,success,3,Media & Publishing,0.0,1527.0,16,North America
3921,2,4,2,2,"Orasi Medical, Inc.",5269376.0,failure,2,Health Care & Biotechnology,633.0,539.0,15,North America
3922,2,2,0,4,Orative Corporation,6000000.0,success,1,Information Technology,542.0,0.0,20,North America
3923,1,0,0,1,Orbit Media,500000.0,failure,1,Media & Publishing,0.0,0.0,12,North America
3924,2,2,0,4,Orb Networks,4000000.0,failure,1,Information Technology,274.0,0.0,18,North America
3925,5,8,4,6,Orchestria Corporation,31000000.0,success,3,Information Technology,10252.0,1285.0,46,North America
3926,2,1,2,0,Orchestrate,4220000.0,success,3,Information Technology,140.0,479.0,9,North America
3927,1,1,0,1,OrderBorder,100000.0,failure,1,Electronics,92.0,0.0,12,North America
3928,5,8,3,5,OrderMotion,12400000.0,success,3,Information Technology,4631.0,684.0,28,North America
3929,6,0,0,1,orderTopia,38730470.0,failure,1,Commerce & Marketing,0.0,0.0,13,North America
3930,4,5,4,1,OrderUp,10025000.0,success,3,Services,847.0,1210.0,13,North America
3931,1,2,4,0,Ordrx,1398000.0,failure,5,Commerce & Marketing,187.0,965.0,11,North America
3932,8,5,5,4,Orexigen Therapeutics,101000000.0,success,3,Health Care & Biotechnology,751.0,4250.0,20,North America
3933,6,2,0,4,Orgoo,38730470.0,failure,1,Information Technology,426.0,0.0,17,North America
3934,2,2,2,0,Origami Labs,5163408.0,success,2,Electronics,183.0,335.0,11,North America
3935,2,7,4,5,Origen Therapeutics,5743342.0,failure,2,Health Care & Biotechnology,3927.0,1044.0,25,North America
3936,2,7,0,5,Origin Digital,5500000.0,success,1,Game & Applications,3792.0,0.0,25,North America
3937,6,8,0,5,Origin Healthcare Solutions,38730470.0,success,1,Health Care & Biotechnology,6947.0,0.0,31,North America
3938,5,6,0,5,Ortega InfoSystems,11800000.0,failure,1,Privacy and Security,1799.0,0.0,24,North America
3939,5,2,4,4,OrthoHelix Surgical Designs,30754692.0,success,5,Information Technology,368.0,1559.0,17,North America
3940,2,7,2,4,OrthoScan,8325000.0,success,2,Health Care & Biotechnology,2470.0,519.0,20,North America
3941,7,2,5,4,Ortiva Wireless,41346440.0,success,6,Electronics,397.0,2436.0,18,North America
3942,2,8,0,4,Oryon Technologies,1695250.0,failure,1,Clothing and Apparel,4418.0,0.0,20,North America
3943,2,8,0,6,Osi Systems,5000000.0,success,1,Information Technology,10233.0,0.0,35,North America
3944,7,8,5,5,Osiris Therapeutics,65000000.0,success,2,Health Care & Biotechnology,4551.0,3226.0,30,North America
3945,2,7,0,5,OsteoBiologics,9200000.0,failure,1,Health Care & Biotechnology,3927.0,0.0,29,North America
3946,2,0,4,1,OtherInbox,3800000.0,success,4,Information Technology,0.0,993.0,14,North America
3947,8,5,4,1,Otonomy,143400000.0,success,4,Health Care & Biotechnology,892.0,1419.0,14,North America
3948,1,5,2,0,Otterology,850000.0,success,4,Electronics,640.0,171.0,11,North America
3949,5,5,4,4,Ounce Labs,23500000.0,success,3,Information Technology,811.0,1366.0,20,North America
3950,7,0,2,5,OurHouse,85300000.0,failure,4,Information Technology,0.0,180.0,23,North America
3951,5,7,4,5,OuterBay Technologies,29000000.0,success,3,Information Technology,2028.0,973.0,25,North America
3952,1,0,4,0,Outline,892000.0,failure,6,Data Science,0.0,951.0,11,North America
3953,2,1,2,1,Outright,7500000.0,success,2,Services,153.0,382.0,14,North America
3954,5,2,4,3,Outside.in,14400000.0,success,5,Community and Lifestyle,184.0,1041.0,16,North America
3955,2,5,0,5,Outside the Classroom,2000000.0,success,1,Information Technology,780.0,0.0,22,North America
3956,5,1,3,2,Outspark,23300000.0,success,3,Game & Applications,100.0,825.0,15,North America
3957,5,1,4,0,OUYA,33600000.0,success,3,Game & Applications,139.0,903.0,10,North America
3958,7,2,2,0,OvaScience,81999920.0,success,4,Health Care & Biotechnology,283.0,534.0,11,North America
3959,2,8,0,5,Overstock.com,5500000.0,success,1,Consumer Goods,5793.0,0.0,23,North America
3960,2,8,4,5,Overstock Drugstore,2111760.0,failure,2,Commerce & Marketing,5162.0,938.0,27,North America
3961,5,2,4,2,OwnEnergy,28800000.0,success,3,Information Technology,467.0,1432.0,15,North America
3962,7,7,0,5,Oxford Automotive,75000000.0,failure,1,Transportation,3232.0,0.0,27,North America
3963,3,8,0,5,Oxford Semiconductor,10000000.0,success,1,Media & Publishing,5336.0,0.0,30,North America
3964,2,8,0,6,Oxigene,7500000.0,success,1,Health Care & Biotechnology,8120.0,0.0,34,North America
3965,5,0,4,1,Oyster.com,20400000.0,success,3,Travel and Tourism,0.0,1150.0,14,North America
3966,5,2,2,0,Oyster,17000000.0,failure,2,Media & Publishing,284.0,460.0,10,North America
3967,7,5,5,4,Ozmo Devices,41289900.0,failure,6,Information Technology,819.0,2194.0,18,North America
3968,6,5,0,5,P-Cube,38730470.0,success,1,Information Technology,1181.0,0.0,23,North America
3969,6,1,0,2,P3 New Media,38730470.0,failure,1,Services,122.0,0.0,15,North America
3970,6,8,0,6,Pacer Electronics,38730470.0,success,1,Services,7819.0,0.0,47,North America
3971,8,3,5,4,Pacific Biosciences,255220000.0,success,5,Health Care & Biotechnology,608.0,2721.0,18,North America
3972,1,4,0,2,Pacinian,350000.0,failure,1,Information Technology,610.0,0.0,15,North America
3973,3,5,0,4,PacketHop,10000000.0,failure,1,Transportation,1315.0,0.0,20,North America
3974,5,6,4,4,Packetmotion,21170000.0,success,4,Information Technology,1724.0,1533.0,20,North America
3975,2,4,0,3,PacketTrap Networks,5500000.0,success,1,Information Technology,619.0,0.0,16,North America
3976,8,7,4,5,PacketVideo,105500000.0,success,2,Information Technology,3983.0,1624.0,24,North America
3977,3,8,0,5,Padcom,10000000.0,success,1,Electronics,5890.0,0.0,33,North America
3978,2,1,3,3,Pageflakes,4100000.0,success,2,Information Technology,120.0,713.0,16,North America
3979,6,2,0,1,PageLever,38730470.0,success,1,Commerce & Marketing,274.0,0.0,12,North America
3980,7,2,4,2,Mint Bills,47000000.0,success,4,Electronics,245.0,2073.0,15,North America
3981,2,8,0,5,Pain Therapeutics,1700000.0,success,1,Health Care & Biotechnology,6472.0,0.0,24,North America
3982,2,7,5,5,Palisade Systems,8175324.0,success,4,Information Technology,3388.0,2199.0,26,North America
3983,8,8,0,5,Palm,100000000.0,success,1,Electronics,6201.0,0.0,30,North America
3984,8,2,5,4,Palo Alto Networks,329000000.0,success,5,Information Technology,365.0,2381.0,17,North America
3985,7,1,5,3,Panaya,69000000.0,success,6,Information Technology,107.0,3187.0,16,North America
3986,5,5,3,4,Pando Networks,19120000.0,success,3,Services,684.0,666.0,18,North America
3987,7,1,5,5,Pandora Media,56300000.0,success,6,Media & Publishing,61.0,4122.0,22,North America
3988,8,8,0,6,Panera Bread,100000000.0,success,1,Commerce & Marketing,12219.0,0.0,41,North America
3989,3,7,0,5,PanGo Networks,10000000.0,success,1,Information Technology,2481.0,0.0,23,North America
3990,3,5,0,4,PANTA Systems,9500000.0,failure,1,Information Technology,1216.0,0.0,20,North America
3991,5,2,3,4,Panther Express,21750000.0,success,2,Media & Publishing,570.0,582.0,17,North America
3992,2,5,0,2,Panvidea,2700000.0,success,1,Information Technology,1173.0,0.0,15,North America
3993,2,5,2,1,PaperKarma,8000000.0,success,2,Information Technology,689.0,465.0,12,North America
3994,2,1,3,0,PaperShare,2400000.0,success,2,Media & Publishing,61.0,796.0,11,North America
3995,7,2,4,2,ParAccel,84491710.0,success,6,Data Science,343.0,1598.0,15,North America
3996,7,7,0,5,Paracor Medical,44000000.0,failure,1,Health Care & Biotechnology,3101.0,0.0,23,North America
3997,5,5,0,4,Parade Technologies,14500000.0,success,1,Media & Publishing,950.0,0.0,17,North America
3998,5,8,0,6,Paragon Networks International,12500000.0,success,1,Information Technology,6182.0,0.0,37,North America
3999,1,2,2,0,Parametric Dining,320000.0,failure,2,Data Science,178.0,306.0,10,North America
4000,7,2,4,1,Parametric Sound,60700000.0,success,2,Commerce & Marketing,262.0,1289.0,12,North America
4001,5,5,0,4,Parascale,11370000.0,success,1,Information Technology,1269.0,0.0,17,North America
4002,2,2,0,0,Parastructure,2500000.0,success,1,Data Science,243.0,0.0,10,North America
4003,5,7,4,5,Parature,30234350.0,success,3,Services,2211.0,1477.0,22,North America
4004,1,0,0,1,Parents R People,90000.0,failure,1,Community and Lifestyle,0.0,0.0,14,North America
4005,2,5,2,2,Pareto Networks,6294996.0,success,2,Information Technology,974.0,251.0,15,North America
4006,2,8,0,5,Park City Group,4342015.0,success,1,Information Technology,8500.0,0.0,32,North America
4007,5,8,2,5,ParkerVision,27289974.0,success,3,Electronics,8992.0,510.0,33,North America
4008,2,5,2,1,"ParkMe, Inc.",8297000.0,success,2,Information Technology,995.0,404.0,13,North America
4009,2,5,0,0,Parklet,1500000.0,success,1,Data Science,1135.0,0.0,10,North America
4010,1,5,3,1,ParkVu,870000.0,failure,3,Electronics,724.0,825.0,14,North America
4011,2,6,0,5,Parlano,4500000.0,success,1,Information Technology,1741.0,0.0,22,North America
4012,6,1,0,0,PARONK Consulting LLC,38730470.0,failure,1,Services,111.0,0.0,7,North America
4013,2,1,2,0,Parse,7000000.0,success,2,Information Technology,64.0,97.0,11,North America
4014,5,3,2,0,ParStream,13600000.0,success,2,Data Science,591.0,429.0,11,North America
4015,1,6,0,1,Particle,900000.0,success,1,Information Technology,1679.0,0.0,14,North America
4016,2,1,0,1,Particle Code,3000000.0,success,1,Information Technology,60.0,0.0,12,North America
4017,2,2,0,0,Passbox,5000000.0,failure,1,Information Technology,365.0,0.0,11,North America
4018,5,7,0,5,Passlogix,11500000.0,success,1,Information Technology,2241.0,0.0,26,North America
