,cat_total_funding,cat_funding_day,cat_funding_range_1_2,cat_company_age,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
274,5,2,3,2,Altor Networks,16000000.0,success,2,Privacy and Security,456.0,700.0,15,North America
275,5,2,3,5,AltoWeb,31000000.0,failure,2,Information Technology,365.0,787.0,23,North America
276,3,1,4,1,Altruik,9499393.0,success,4,Information Technology,134.0,1063.0,13,North America
277,6,5,4,1,Altura Medical,40000000.0,failure,4,Health Care & Biotechnology,875.0,1051.0,14,North America
278,7,7,4,5,Altus Pharmaceuticals,86000000.0,success,2,Information Technology,2102.0,966.0,26,North America
279,5,2,2,1,8thBridge,15590000.0,success,3,Commerce & Marketing,380.0,490.0,14,North America
280,1,2,0,0,Always Prepped,650000.0,success,1,Education,319.0,0.0,10,North America
281,5,5,4,4,Amadesa,12800000.0,failure,2,Data Science,932.0,1402.0,17,North America
282,7,2,5,4,Amalfi Semiconductor,76000000.0,success,4,Media & Publishing,240.0,3161.0,19,North America
283,2,2,0,5,Amazon,8000000.0,success,1,Consumer Goods,361.0,0.0,28,North America
284,5,5,0,4,Ambarella,15400000.0,success,1,Media & Publishing,762.0,0.0,18,North America
285,6,2,2,5,Amber Networks,38730470.0,success,2,Commerce & Marketing,344.0,304.0,24,North America
286,2,8,0,5,Amber Road,6700000.0,success,1,Information Technology,4687.0,0.0,32,North America
287,2,8,0,5,Ambient Corporation,5000000.0,success,1,Information Technology,5483.0,0.0,26,North America
288,8,7,5,5,Ambit Biosciences,193727870.0,success,7,Health Care & Biotechnology,1958.0,2735.0,22,North America
289,6,8,0,6,Amcom Software,38730470.0,success,1,Information Technology,9500.0,0.0,38,North America
290,8,0,5,1,Amedica,142825000.0,success,6,Health Care & Biotechnology,0.0,2603.0,13,North America
291,5,8,0,5,American Apparel,25000000.0,failure,1,Clothing and Apparel,6033.0,0.0,24,North America
292,6,2,0,0,American Cannabis Company,38730470.0,success,1,Community and Lifestyle,485.0,0.0,9,North America
293,5,8,2,5,American CareSource Holdings,18121600.0,success,5,Health Care & Biotechnology,7068.0,215.0,27,North America
294,6,2,0,5,American Dental Partners,38730470.0,success,1,Data Science,376.0,0.0,27,North America
295,2,7,0,5,American DG Energy,2100000.0,success,1,Science & Engineering,3359.0,0.0,21,North America
296,2,6,0,5,American Fiber Systems,6000000.0,success,1,Information Technology,1701.0,0.0,23,North America
297,2,2,4,1,American Halal Company,3740000.0,failure,2,Health Care & Biotechnology,333.0,1604.0,13,North America
298,3,8,0,5,American Restaurant Concepts,10000000.0,failure,1,Health Care & Biotechnology,5007.0,0.0,22,North America
299,2,8,0,6,American Science and Engineering,4500000.0,success,1,Health Care & Biotechnology,19248.0,0.0,64,North America
300,2,6,0,4,Targazyme,2500000.0,failure,1,Health Care & Biotechnology,1656.0,0.0,17,North America
301,6,0,0,5,AmeriPath,38730470.0,success,1,Health Care & Biotechnology,0.0,0.0,26,North America
302,8,8,0,6,Amgen,175463420.0,success,1,Health Care & Biotechnology,9932.0,0.0,37,North America
303,2,2,0,0,Amiato,2000000.0,success,1,Data Science,531.0,0.0,11,North America
304,2,8,0,5,Amicas,9000000.0,success,1,Health Care & Biotechnology,4705.0,0.0,33,North America
305,8,5,5,4,Amicus Therapeutics,105866940.0,success,5,Health Care & Biotechnology,863.0,3519.0,20,North America
306,2,0,3,0,Amie Street,3900000.0,success,2,Information Technology,0.0,799.0,11,North America
307,3,6,0,4,Amitive,10000000.0,success,1,Information Technology,1552.0,0.0,18,North America
308,7,2,4,4,Amobee,72000000.0,success,6,Data Science,549.0,1581.0,17,North America
309,1,0,2,0,AMP Robotics,248250.0,failure,2,Information Technology,0.0,133.0,7,North America
310,7,2,4,5,Amphora Discovery,43000000.0,success,2,Health Care & Biotechnology,365.0,1072.0,21,North America
311,1,2,0,1,AmpIdea,18000.0,failure,1,Community and Lifestyle,433.0,0.0,14,North America
312,5,8,3,5,AmpliMed Corporation,14140433.0,failure,3,Health Care & Biotechnology,6952.0,779.0,33,North America
313,7,8,3,5,AmpliPhi Biosciences,43991000.0,success,4,Health Care & Biotechnology,8821.0,744.0,33,North America
314,6,8,0,6,AmSafe,38730470.0,success,1,Services,7183.0,0.0,37,North America
315,5,8,0,6,AMSC,25000000.0,success,1,Information Technology,9241.0,0.0,35,North America
316,2,8,0,6,Amtec,5000000.0,failure,1,Services,12319.0,0.0,50,North America
317,6,8,0,6,AMX,38730470.0,success,1,Commerce & Marketing,4837.0,0.0,40,North America
318,8,5,4,4,Amyris Biotechnologies,417040420.0,success,10,Health Care & Biotechnology,1380.0,1964.0,19,North America
319,2,8,0,6,Anacomp,7500000.0,success,1,Services,15134.0,0.0,54,North America
320,8,5,5,5,Anacor Pharmaceutical,198500000.0,success,8,Health Care & Biotechnology,1035.0,3876.0,22,North America
321,5,5,4,4,Anagran,34600000.0,failure,3,Information Technology,685.0,1034.0,18,North America
322,2,2,3,1,Anametrix,5550000.0,success,3,Data Science,245.0,767.0,12,North America
323,5,1,2,1,Anaphore,24300000.0,failure,3,Health Care & Biotechnology,30.0,495.0,14,North America
324,8,8,5,6,Ancestry,333200000.0,success,2,Commerce & Marketing,6087.0,2967.0,39,North America
325,3,3,4,5,Anchor Bay Technologies,10000000.0,success,2,Media & Publishing,592.0,1354.0,21,North America
326,2,0,2,2,Anchor Intelligence,6000000.0,failure,2,Media & Publishing,0.0,243.0,15,North America
327,1,8,0,5,Anda,155000.0,success,1,Health Care & Biotechnology,8007.0,0.0,30,North America
328,2,7,4,5,Andera,9350000.0,success,2,Services,2891.0,879.0,22,North America
329,7,7,0,3,AndersonBrecon,75000000.0,success,1,Health Care & Biotechnology,2689.0,0.0,16,North America
330,5,7,4,5,Andigilog,29600000.0,failure,4,Media & Publishing,2755.0,1313.0,26,North America
331,1,5,0,1,AndroJek,400000.0,failure,1,Health Care & Biotechnology,1264.0,0.0,14,North America
332,5,7,2,5,Anesiva,30000000.0,success,3,Health Care & Biotechnology,3273.0,534.0,23,North America
333,8,7,4,5,Angie's List,182600000.0,success,9,Media & Publishing,4169.0,1967.0,27,North America
334,7,6,4,4,AngioScore,42000000.0,success,2,Health Care & Biotechnology,1742.0,1289.0,19,North America
335,1,1,0,2,Angstro,225000.0,success,1,Information Technology,4.0,0.0,15,North America
336,4,5,2,1,Annovation BioPharma,10375000.0,success,3,Health Care & Biotechnology,866.0,482.0,13,North America
337,1,0,0,1,Anonymous You,200000.0,failure,1,Community and Lifestyle,0.0,0.0,12,North America
338,1,8,0,5,ANPI,1250016.0,failure,1,Electronics,6647.0,0.0,26,North America
339,2,2,0,0,Ansible,6000000.0,success,1,Transportation,223.0,0.0,9,North America
340,6,1,2,1,InboxQ,38730470.0,failure,2,Information Technology,92.0,150.0,13,North America
341,8,0,5,5,Answers Corporation,384410000.0,success,9,Information Technology,0.0,5773.0,23,North America
342,5,5,4,3,ANTERIOS,17194548.0,success,6,Information Technology,1388.0,1267.0,16,North America
343,2,7,0,4,Anthem Healthcare Intelligence,4800000.0,failure,1,Health Care & Biotechnology,3185.0,0.0,18,North America
344,7,6,3,4,Anthera Pharmaceuticals,50500000.0,success,2,Health Care & Biotechnology,1687.0,768.0,18,North America
345,6,2,0,1,Anthillz,38730470.0,failure,1,Information Technology,156.0,0.0,14,North America
346,5,5,4,1,AntriaBio,20366452.0,success,6,Health Care & Biotechnology,958.0,973.0,12,North America
347,5,8,3,6,ANTs Software,28306508.0,failure,4,Information Technology,11337.0,636.0,43,North America
348,2,5,0,3,AnySource Media,3200000.0,success,1,Information Technology,1170.0,0.0,16,North America
349,7,0,5,5,Anystream,70000000.0,success,4,Information Technology,0.0,2594.0,22,North America
350,1,0,0,0,TEAM INTERVAL,380000.0,failure,1,Sports,0.0,0.0,10,North America
351,2,7,2,4,AOI Medical,4041700.0,failure,2,Health Care & Biotechnology,2660.0,266.0,18,North America
352,8,8,0,6,AOL,1000000000.0,success,1,Media & Publishing,7496.0,0.0,37,North America
353,2,8,0,5,Aoxing Pharmaceutical,5000000.0,success,1,Health Care & Biotechnology,4787.0,0.0,25,North America
354,2,5,2,2,ApeniMED,3853000.0,success,2,Health Care & Biotechnology,1292.0,425.0,15,North America
355,7,7,5,5,Aperio Technologies,46420308.0,success,4,Information Technology,2132.0,2837.0,23,North America
356,8,0,5,5,Aperto Networks,160279780.0,success,15,Electronics,0.0,4058.0,23,North America
357,5,8,4,6,API Cryptek,17200000.0,success,2,Information Technology,6246.0,1483.0,36,North America
358,7,5,5,5,Apieron,43500000.0,failure,4,Health Care & Biotechnology,730.0,2344.0,21,North America
359,8,2,5,4,Apigee,173000000.0,success,7,Information Technology,304.0,3315.0,18,North America
360,2,1,2,0,Apiphany,2900000.0,success,2,Information Technology,59.0,409.0,10,North America
361,5,7,4,4,Aplicor,22579244.0,failure,8,Information Technology,2130.0,1937.0,19,North America
362,7,2,4,3,Apnex Medical,60100000.0,failure,4,Health Care & Biotechnology,498.0,1960.0,16,North America
363,1,7,2,4,ApogeeInvent,70000.0,failure,3,Design & Platforms,3227.0,68.0,18,North America
364,6,2,0,0,AppArchitect,38730470.0,success,1,Information Technology,339.0,0.0,10,North America
365,3,5,4,2,Appature,9600000.0,failure,2,Information Technology,1071.0,949.0,15,North America
366,1,0,2,1,Appbistro,600000.0,failure,2,Information Technology,0.0,224.0,12,North America
367,2,5,0,2,"AppCentral, Inc.",4000000.0,success,1,Information Technology,1358.0,0.0,15,North America
368,1,1,2,0,Appetas,120000.0,success,3,Commerce & Marketing,53.0,341.0,10,North America
369,2,1,0,4,Appfluent Technology,4100000.0,success,1,Data Science,3.0,0.0,17,North America
370,5,5,2,3,Appfolio,30000000.0,success,2,Real Estate,882.0,443.0,16,North America
371,7,1,4,1,Appia,44250000.0,success,8,Media & Publishing,152.0,1992.0,14,North America
372,2,5,3,1,Appinions,5600000.0,success,3,Media & Publishing,1308.0,639.0,14,North America
373,5,5,0,5,AppIQ,12000000.0,success,1,Information Technology,787.0,0.0,21,North America
374,1,2,0,0,Appiterate,500000.0,success,1,Information Technology,455.0,0.0,9,North America
375,1,0,3,2,AppJet,715000.0,success,3,Information Technology,0.0,611.0,15,North America
376,1,2,0,6,Apple,250000.0,success,1,Electronics,409.0,0.0,46,North America
377,5,5,3,5,Application Security,17000000.0,success,2,Information Technology,1290.0,642.0,21,North America
378,7,0,5,1,Applied Genetics Technologies Corporation,78050000.0,success,5,Health Care & Biotechnology,0.0,3306.0,13,North America
379,5,5,4,4,Applied Identity,30300000.0,failure,3,Media & Publishing,1108.0,1357.0,20,North America
380,1,5,5,4,Applied Isotope Technologies,1358979.0,failure,3,Information Technology,1175.0,2198.0,19,North America
381,7,7,4,5,Applied Optoelectronics,45319940.0,success,3,Media & Publishing,3750.0,1990.0,25,North America
382,8,7,5,5,Applied Predictive Technologies,154000000.0,success,2,Information Technology,2806.0,2485.0,23,North America
383,7,0,4,2,Applied Quantum Technologies,49770144.0,failure,5,Manufacturing,0.0,1837.0,15,North America
384,2,7,0,5,Applimation,4000000.0,success,1,Information Technology,2650.0,0.0,24,North America
385,1,2,0,1,AppointmentCity,800000.0,success,1,Information Technology,273.0,0.0,13,North America
386,1,0,2,0,Apposphere,50000.0,failure,2,Other,0.0,153.0,7,North America
387,6,2,0,1,Apprats,38730470.0,failure,1,Information Technology,365.0,0.0,13,North America
388,1,2,0,1,AppRedeem,700000.0,success,1,Media & Publishing,288.0,0.0,12,North America
389,1,1,0,2,Apprema,800000.0,failure,1,Commerce & Marketing,70.0,0.0,15,North America
390,7,2,5,5,Approva,63000000.0,success,9,Information Technology,395.0,2764.0,21,North America
391,1,2,0,1,Apps Genius,40000.0,failure,1,Game & Applications,476.0,0.0,13,North America
392,2,2,3,3,Appscio,7000000.0,failure,2,Information Technology,443.0,655.0,16,North America
393,5,2,4,1,appssavvy,13329915.0,failure,4,Media & Publishing,280.0,1212.0,14,North America
394,1,1,2,1,Appstores.com,1155000.0,success,2,Information Technology,69.0,365.0,12,North America
395,5,7,4,5,Apptera,30240000.0,success,3,Media & Publishing,2360.0,1094.0,21,North America
396,2,3,2,0,ApptheGame - Swoopt Daily Fantasy Sports,1700000.0,success,3,Electronics,592.0,504.0,11,North America
397,1,2,2,0,AppThwack,618000.0,success,2,Information Technology,193.0,144.0,10,North America
398,1,2,2,0,Apptive,1350000.0,success,3,Information Technology,266.0,386.0,10,North America
399,5,7,3,4,AppTrigger,23660962.0,success,2,Commerce & Marketing,2172.0,602.0,20,North America
400,2,0,2,0,Appurify,6250000.0,success,2,Information Technology,0.0,422.0,10,North America
401,6,2,0,0,AppzBizz Inc,38730470.0,failure,1,Services,181.0,0.0,7,North America
402,5,7,0,4,APR Energy,30000000.0,success,1,Science & Engineering,1886.0,0.0,18,North America
403,5,7,0,5,Aprimo,14500000.0,success,1,Information Technology,2557.0,0.0,24,North America
404,5,7,4,5,Apriso,16100000.0,success,2,Information Technology,3577.0,1490.0,29,North America
405,5,5,2,2,Aptana,13292327.0,success,2,Information Technology,788.0,137.0,15,North America
406,7,6,4,4,Aptera,56300000.0,failure,4,Transportation,1559.0,1556.0,19,North America
407,1,0,2,0,Aptito,1000000.0,success,2,Information Technology,0.0,485.0,11,North America
408,2,8,0,6,Aptiv Solutions,5660000.0,success,1,Health Care & Biotechnology,10712.0,0.0,39,North America
409,2,1,3,2,Apture,4600000.0,success,2,Media & Publishing,30.0,625.0,15,North America
410,6,2,0,1,APTwater,38730470.0,failure,1,Information Technology,211.0,0.0,13,North America
411,5,5,0,4,Aquest Systems,20000000.0,failure,1,Media & Publishing,1152.0,0.0,18,North America
412,8,5,4,3,AqueSys,99600000.0,success,4,Health Care & Biotechnology,934.0,2003.0,16,North America
413,8,1,4,1,Aragon Pharmaceuticals,122000000.0,success,4,Health Care & Biotechnology,146.0,1226.0,13,North America
414,5,5,0,4,Aragon Surgical,25000000.0,success,1,Health Care & Biotechnology,1101.0,0.0,17,North America
415,6,8,0,6,Aramsco,38730470.0,success,1,Services,14335.0,0.0,56,North America
416,7,2,4,1,Aratana Therapeutics,76750000.0,success,4,Health Care & Biotechnology,371.0,1021.0,12,North America
417,5,7,0,4,Arbor Surgical Technologies,20000000.0,failure,1,Manufacturing,2220.0,0.0,20,North America
418,8,5,5,4,Arcadia Biosciences,101000000.0,success,5,Health Care & Biotechnology,1261.0,3249.0,20,North America
419,5,2,3,4,Arch Rock Corporation,15000000.0,success,2,Information Technology,273.0,591.0,17,North America
420,8,5,4,5,Archipelago,125000000.0,success,7,Commerce & Marketing,791.0,1734.0,26,North America
421,6,7,0,6,Archive,38730470.0,success,1,Services,3786.0,0.0,42,North America
422,2,5,0,4,ArcMail,3000000.0,success,1,Information Technology,1461.0,0.0,17,North America
423,7,6,5,5,Arcot Systems,62000000.0,success,4,Privacy and Security,1708.0,2478.0,25,North America
424,5,0,5,5,ArcSight,26914000.0,success,3,Privacy and Security,0.0,2372.0,22,North America
425,2,7,0,5,Arcwave,8000000.0,failure,1,Electronics,2015.0,0.0,23,North America
426,8,5,4,2,Ardelyx,112785320.0,success,3,Health Care & Biotechnology,1415.0,1679.0,15,North America
427,7,5,4,4,Ardian,64080000.0,success,3,Health Care & Biotechnology,731.0,1542.0,19,North America
428,8,8,4,6,Arena Pharmaceuticals,220260000.0,success,3,Health Care & Biotechnology,11855.0,938.0,45,North America
429,5,5,0,0,Ares Commercial Real Estate Corporation,37000000.0,success,1,Real Estate,985.0,0.0,11,North America
430,8,8,4,5,Argos Therapeutics,128352070.0,success,7,Health Care & Biotechnology,5011.0,1667.0,25,North America
431,2,2,2,1,Argyle Social,1565000.0,success,2,Data Science,238.0,311.0,12,North America
432,4,8,0,6,Argyle Security,10450000.0,failure,1,Privacy and Security,12401.0,0.0,46,North America
433,2,5,0,0,ARHT Media,2000000.0,success,1,Media & Publishing,1129.0,0.0,10,North America
434,2,8,0,6,ARI Network Services,4800000.0,success,1,Commerce & Marketing,11759.0,0.0,41,North America
435,2,2,0,1,Aria Glassworks,1750000.0,failure,1,Information Technology,412.0,0.0,12,North America
436,1,7,0,5,Ariel Way,1100000.0,failure,1,Electronics,3768.0,0.0,21,North America
437,6,5,0,1,Arigami Semiconductor Systems Private,38730470.0,failure,1,Media & Publishing,657.0,0.0,14,North America
438,2,8,0,5,Arista Power,1500000.0,success,1,Information Technology,4840.0,0.0,21,North America
439,5,2,0,5,AristaSoft Corporation,30000000.0,failure,1,Other,154.0,0.0,23,North America
440,8,5,4,5,Aristos Logic,181860000.0,success,7,Information Technology,717.0,2053.0,22,North America
441,1,7,0,5,Arithmatica,622000.0,failure,1,Information Technology,3287.0,0.0,24,North America
442,1,2,4,1,Alaris,845075.0,failure,2,Information Technology,316.0,1684.0,13,North America
443,1,2,0,1,BlogGlue,1000000.0,failure,1,Media & Publishing,332.0,0.0,13,North America
444,2,7,4,5,Arkeia Software,7000000.0,success,2,Privacy and Security,3138.0,1001.0,26,North America
445,2,5,0,0,Armor5,2000000.0,success,1,Information Technology,788.0,0.0,11,North America
446,1,2,4,4,Armorize Technologies,955000.0,success,2,Privacy and Security,377.0,1250.0,17,North America
447,1,2,0,0,Arpeggi Inc,195000.0,success,1,Health Care & Biotechnology,396.0,0.0,10,North America
448,5,2,4,4,ARPU,15564591.0,failure,3,Media & Publishing,426.0,1277.0,17,North America
449,7,8,0,5,Array BioPharma,85000000.0,success,1,Health Care & Biotechnology,6269.0,0.0,24,North America
450,6,7,0,5,Arriva Pharmaceuticals,38730470.0,failure,1,Health Care & Biotechnology,2760.0,0.0,25,North America
451,7,7,4,4,Arrowhead Research,65982896.0,success,3,Health Care & Biotechnology,2051.0,1523.0,18,North America
452,5,5,2,4,Arroyo Video Solutions,25000000.0,success,2,Game & Applications,846.0,310.0,20,North America
453,7,5,4,5,Arsenal Digital Solutions,49000000.0,success,3,Privacy and Security,1425.0,1169.0,24,North America
454,1,0,0,2,artandseek,50000.0,failure,1,Media & Publishing,0.0,0.0,15,North America
455,2,7,5,5,Workspace,5250000.0,failure,2,Information Technology,2750.0,2208.0,21,North America
456,1,5,0,0,Artifact Uprising,54302.0,success,1,Commerce & Marketing,800.0,0.0,10,North America
457,2,5,2,1,Artisan Mobile,7000000.0,success,2,Data Science,831.0,440.0,12,North America
458,6,7,0,6,Artisoft,38730470.0,success,1,Electronics,3209.0,0.0,40,North America
459,6,1,2,3,ArtistForce,38730470.0,failure,2,Game & Applications,31.0,365.0,16,North America
460,6,2,0,1,ArtsApp,38730470.0,success,1,Media & Publishing,340.0,0.0,14,North America
461,2,2,3,2,ArtusLabs,6883956.0,success,3,Information Technology,542.0,804.0,15,North America
462,5,6,0,4,Aruba Networks,30000000.0,success,1,Information Technology,1763.0,0.0,20,North America
463,5,3,5,5,Arxan Technologies,20047324.0,success,3,Privacy and Security,590.0,2592.0,21,North America
464,3,6,0,5,Arzoon,10000000.0,success,1,Transportation,1567.0,0.0,23,North America
465,5,5,0,1,As Seen on TV,12155000.0,failure,1,Commerce & Marketing,1040.0,0.0,13,North America
