,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
4134,"Pier, Inc.",2000000.0,failure,1,Information Technology,47.0,0.0,8,North America
4135,Piictu,1730000.0,success,3,Other,150.0,305.0,11,North America
4136,Pinch Media,560001.0,success,3,Media & Publishing,30.0,615.0,14,North America
4137,Pinevio,22664.0,failure,1,Other,0.0,0.0,11,North America
4138,Elias Borges Urzeda,38730470.0,success,2,Information Technology,8200.0,10.0,36,North America
4139,Pinkdingo,1400000.0,failure,1,Information Technology,741.0,0.0,13,North America
4140,Pinnacle Engines,13500000.0,failure,2,Information Technology,1550.0,1134.0,15,North America
4141,Pintex Pharmaceuticals,7250000.0,success,1,Electronics,967.0,0.0,22,North America
4142,Pintics,10000.0,failure,1,Information Technology,129.0,0.0,10,North America
4143,"Piston Cloud Computing, Inc.",28830988.0,success,7,Information Technology,86.0,1486.0,11,North America
4144,Pitchbrite,200000.0,success,1,Information Technology,304.0,0.0,11,North America
4145,Pivot,13100000.0,success,3,Services,275.0,2732.0,18,North America
4146,PivotLink,45585068.0,success,6,Data Science,3332.0,2206.0,24,North America
4147,Pixable,6100000.0,success,2,Media & Publishing,608.0,163.0,13,North America
4148,Pixelapse,38730470.0,success,2,Other,365.0,156.0,11,North America
4149,PixelOptics,92505380.0,failure,4,Health Care & Biotechnology,1391.0,1548.0,17,North America
4150,Pixelpipe,2300000.0,failure,2,Media & Publishing,0.0,1575.0,14,North America
4151,OfficeDrop,1000000.0,failure,1,Information Technology,1551.0,0.0,15,North America
4152,PixSense,7400000.0,failure,2,Electronics,1430.0,202.0,19,North America
4153,Pixtronix,53700000.0,success,6,Information Technology,158.0,2206.0,17,North America
4154,PlaceVine,500000.0,success,1,Media & Publishing,786.0,0.0,15,North America
4155,Planet Metrics,2300000.0,failure,1,Information Technology,681.0,0.0,15,North America
4156,Planet Payment,7998800.0,success,2,Electronics,2496.0,1477.0,23,North America
4157,PlanetFeedback,6000000.0,failure,1,Services,336.0,0.0,23,North America
4158,Planitax,17500000.0,success,3,Services,1613.0,1150.0,23,North America
4159,PlasmaSi,2806096.0,failure,5,Information Technology,494.0,1541.0,13,North America
4160,Plasmyd,15000.0,success,1,Health Care & Biotechnology,794.0,0.0,11,North America
4161,Plastic Jungle,23400000.0,success,4,Commerce & Marketing,792.0,1112.0,16,North America
4162,Plateau Systems,18000000.0,success,1,Services,1850.0,0.0,26,North America
4163,Platform Solutions,37000000.0,success,1,Information Technology,3252.0,0.0,23,North America
4164,Platinum Software Corporation,38730470.0,failure,1,Services,1733.0,0.0,38,North America
4165,Plato Networks,29527668.0,failure,3,Media & Publishing,4221.0,1052.0,26,North America
4166,Plaxo,28300000.0,success,4,Information Technology,0.0,1553.0,20,North America
4167,PlayCafe,38730470.0,failure,1,Game & Applications,609.0,0.0,16,North America
4168,PLAYD8,60000.0,failure,1,Community and Lifestyle,0.0,0.0,11,North America
4169,Playdom,76000000.0,success,2,Information Technology,649.0,222.0,14,North America
4170,PlayerDuel,21189.0,failure,2,Electronics,247.0,282.0,11,North America
4171,PlayFirst,37720000.0,success,5,Game & Applications,0.0,3402.0,18,North America
4172,PlayHaven,30800000.0,success,6,Media & Publishing,0.0,2393.0,8,North America
4173,Playnomics,6000000.0,success,3,Information Technology,349.0,1162.0,13,North America
4174,PlayOn! Sports,10000000.0,success,2,Game & Applications,944.0,396.0,14,North America
4175,PlaySay,820000.0,success,3,Information Technology,150.0,875.0,14,North America
4176,PlaySpan,46300000.0,success,4,Game & Applications,488.0,1083.0,16,North America
4177,Plethora Technology,1000000.0,failure,1,Information Technology,1986.0,0.0,22,North America
4178,Plextronics,54847500.0,success,10,Information Technology,875.0,3419.0,20,North America
4179,Plexxikon,46000000.0,success,1,Health Care & Biotechnology,1607.0,0.0,22,North America
4180,Pliant Technology,50300010.0,success,3,Information Technology,690.0,685.0,16,North America
4181,Plixi,2600000.0,success,1,Information Technology,377.0,0.0,13,North America
4182,Plizy,5200000.0,failure,2,Information Technology,260.0,574.0,12,North America
4183,Pluck,17000000.0,success,3,Information Technology,365.0,1048.0,19,North America
4184,Plug.dj,1250000.0,failure,1,Information Technology,674.0,0.0,10,North America
4185,PluggedIn,2000000.0,failure,1,Media & Publishing,623.0,0.0,16,North America
4186,PlugRE.com,250000.0,failure,1,Services,0.0,0.0,7,North America
4187,Plukka,1000000.0,success,1,Commerce & Marketing,793.0,0.0,11,North America
4188,Plumtree Software,23000000.0,success,1,Information Technology,1624.0,0.0,26,North America
4189,PlumTV,29600000.0,failure,3,Media & Publishing,1816.0,2122.0,20,North America
4190,Plura Processing,750000.0,failure,1,Information Technology,243.0,0.0,15,North America
4191,Plurchase,38730470.0,failure,1,Information Technology,0.0,0.0,13,North America
4192,Pluromed,2437899.0,success,3,Information Technology,2667.0,685.0,19,North America
4193,Plusmo,4410000.0,success,1,Electronics,700.0,0.0,16,North America
4194,pMDsoft,38730470.0,failure,1,Health Care & Biotechnology,304.0,0.0,23,North America
4195,PneumRx,60000000.0,success,2,Health Care & Biotechnology,1160.0,1400.0,18,North America
4196,PoachIt,2800000.0,failure,2,Commerce & Marketing,842.0,512.0,11,North America
4197,RallyCause,150000.0,failure,2,Electronics,515.0,16.0,11,North America
4198,Pocket Communications Northeast,125000000.0,failure,2,Electronics,1035.0,111.0,16,North America
4199,Pocket Money,100000.0,failure,1,Education,0.0,0.0,8,North America
4200,Podcast Ready,2490000.0,success,2,Information Technology,402.0,1527.0,17,North America
4201,Polimetrix,7530000.0,success,2,Data Science,74.0,980.0,18,North America
4202,eVoter,599997.0,failure,2,Information Technology,31.0,850.0,13,North America
4203,PollVaultr,60000.0,failure,1,Information Technology,150.0,0.0,10,North America
4204,PolyMedix,14000000.0,success,1,Health Care & Biotechnology,3012.0,0.0,20,North America
4205,PolyServe,73500000.0,success,5,Information Technology,365.0,2498.0,23,North America
4206,Polyvore,22100000.0,success,3,Information Technology,309.0,1508.0,15,North America
4207,Ponte Solutions,7500000.0,success,1,Information Technology,2305.0,0.0,21,North America
4208,"Crossboard Mobile (Formerly Pontiflex, Inc.)",23949992.0,success,5,Media & Publishing,449.0,1898.0,14,North America
4209,PopCap Games,29866460.0,success,2,Game & Applications,3432.0,134.0,22,North America
4210,Popset,38730470.0,failure,1,Other,29.0,0.0,10,North America
4211,Poptank Studios,810000.0,failure,2,Game & Applications,764.0,258.0,15,North America
4212,Poptip,2410000.0,success,3,Data Science,60.0,457.0,10,North America
4213,PopularMedia,12250000.0,success,2,Media & Publishing,1492.0,543.0,19,North America
4214,Popularo,38730470.0,failure,1,Information Technology,17.0,0.0,15,North America
4215,Portafare,38730470.0,failure,1,Information Technology,0.0,0.0,11,North America
4216,Porticor Cloud Security,2000000.0,success,2,Information Technology,0.0,564.0,10,North America
4217,Portola Pharmaceuticals,249100000.0,success,5,Health Care & Biotechnology,343.0,2919.0,19,North America
4218,Portware,38730470.0,success,1,Information Technology,5331.0,0.0,22,North America
4219,TagMan,13550000.0,success,4,Media & Publishing,837.0,1284.0,15,North America
4220,PositiveID,1912996.0,success,4,Health Care & Biotechnology,4077.0,730.0,21,North America
4221,Posmetrics,38730470.0,failure,1,Commerce & Marketing,270.0,0.0,10,North America
4222,Postabon,1049999.0,failure,1,Information Technology,431.0,0.0,13,North America
4223,Postcard on the Run,3882595.0,failure,3,Information Technology,77.0,371.0,11,North America
4224,Postdeck,540000.0,failure,1,Media & Publishing,365.0,0.0,12,North America
4225,Posterous,10140000.0,success,5,Media & Publishing,0.0,1863.0,14,North America
4226,Postini,38730470.0,success,1,Information Technology,635.0,0.0,23,North America
4227,Postling,700000.0,success,3,Information Technology,47.0,537.0,13,North America
4228,PostPath,24300000.0,success,2,Information Technology,706.0,771.0,19,North America
4229,PostRocket,610000.0,failure,2,Data Science,0.0,212.0,10,North America
4230,Potbelly Sandwich Works,58000000.0,success,1,Health Care & Biotechnology,3815.0,0.0,26,North America
4231,Povo,38730470.0,failure,1,Media & Publishing,0.0,0.0,15,North America
4232,Power Analog Microelectronics,6000000.0,failure,1,Information Technology,1430.0,0.0,18,North America
4233,Power Analytics Corporation,384180.0,success,1,Science & Engineering,9748.0,0.0,39,North America
4234,Power.com,6000000.0,failure,1,Information Technology,457.0,0.0,16,North America
4235,Power2Switch,1575000.0,success,3,Science & Engineering,422.0,524.0,13,North America
4236,PowerCloud Systems,6000000.0,success,2,Information Technology,1065.0,378.0,14,North America
4237,PowerDMS,5300000.0,failure,1,Information Technology,4880.0,0.0,21,North America
4238,PowerDsine,71000000.0,success,6,Manufacturing,730.0,2223.0,28,North America
4239,Powered,19398820.0,success,3,Services,2650.0,1378.0,23,North America
4240,Powerset,33000000.0,success,3,Information Technology,0.0,396.0,16,North America
4241,PowerSicel,2500000.0,success,1,Education,1003.0,0.0,21,North America
4242,PowerSmart,38730470.0,success,1,Services,1021.0,0.0,24,North America
4243,Powervation,39496652.0,success,7,Information Technology,715.0,2562.0,16,North America
4244,Powerwave Technologies,38730470.0,success,1,Electronics,3934.0,0.0,37,North America
4245,Pownce,38730470.0,success,1,Information Technology,214.0,0.0,15,North America
4246,"Powur, PBC",750000.0,failure,1,Science & Engineering,32.0,0.0,7,North America
4247,POZEN,350000000.0,success,1,Electronics,7098.0,0.0,26,North America
4248,PPG Industries,2100000.0,success,1,Information Technology,11356.0,0.0,39,North America
4249,Practical EHR Solutions,250000.0,failure,1,Health Care & Biotechnology,550.0,0.0,12,North America
4250,PreCision Dermatology,115400000.0,success,3,Health Care & Biotechnology,333.0,1028.0,12,North America
4251,Preclick,2150000.0,success,2,Information Technology,1624.0,611.0,21,North America
4252,Precog,2818000.0,success,4,Data Science,280.0,583.0,12,North America
4253,Precyse,12020000.0,success,2,Services,4029.0,217.0,23,North America
4254,Predictify,4300000.0,failure,1,Media & Publishing,390.0,0.0,15,North America
4255,Predilytics,20500008.0,success,3,Health Care & Biotechnology,613.0,825.0,11,North America
4256,Prefound,12500.0,failure,1,Community and Lifestyle,26.0,0.0,7,North America
4257,Prenova,15650000.0,success,3,Information Technology,1590.0,715.0,20,North America
4258,PrePay,38730470.0,failure,1,Services,59.0,0.0,11,North America
4259,PrePayMe,50000.0,failure,1,Services,0.0,0.0,9,North America
4260,PrepChamps,1200000.0,failure,1,Information Technology,446.0,0.0,15,North America
4261,Prescreen,1000000.0,failure,1,Game & Applications,0.0,0.0,11,North America
4262,PresenceID,4500000.0,failure,1,Data Science,0.0,0.0,17,North America
4263,Press,70000.0,failure,1,Other,197.0,0.0,11,North America
4264,Pressflip,110000.0,failure,1,Information Technology,210.0,0.0,15,North America
4265,Pressure BioSciences,10628756.0,success,9,Health Care & Biotechnology,11373.0,1843.0,44,North America
4266,Prestolite Electric,33500000.0,success,1,Information Technology,6898.0,0.0,31,North America
4267,Preventsys,10000000.0,failure,2,Privacy and Security,779.0,571.0,20,North America
4268,Price Interactive,38730470.0,success,1,Services,883.0,0.0,26,North America
4269,Price Legacy Corp,100000000.0,success,1,Services,2644.0,0.0,28,North America
4270,Priceline,77336990.0,success,3,Services,31.0,303.0,24,North America
4271,Prim,38730470.0,failure,1,Commerce & Marketing,59.0,0.0,9,North America
4272,Primo Water&Dispensers,31050000.0,success,1,Commerce & Marketing,2526.0,0.0,18,North America
4273,Princeton Softech,21000000.0,success,1,Privacy and Security,4832.0,0.0,33,North America
4274,Print Inc,11400000.0,success,2,Media & Publishing,1909.0,0.0,23,North America
4275,Printed Piece,15000.0,failure,1,Information Technology,14.0,0.0,12,North America
4276,Prior Knowledge,1400000.0,success,1,Data Science,153.0,0.0,11,North America
4277,PrivateCore,2250000.0,success,1,Privacy and Security,173.0,0.0,11,North America
4278,Galectin Therapeutics,9514000.0,success,13,Health Care & Biotechnology,2995.0,693.0,22,North America
4279,Proacta,38500444.0,failure,3,Health Care & Biotechnology,1133.0,1772.0,18,North America
4280,ProcessClaims,4000000.0,success,1,Information Technology,538.0,0.0,22,North America
4281,ProClarity Corporation,7750000.0,success,1,Data Science,2746.0,0.0,27,North America
4282,Producteev,1310000.0,success,3,Other,7.0,566.0,14,North America
4283,Proficient Systems,5000000.0,success,1,Electronics,1447.0,0.0,22,North America
4284,ProfitLine,7000000.0,success,1,Information Technology,5532.0,0.0,30,North America
4285,ProFounder,460000.0,failure,3,Services,0.0,1032.0,13,North America
4286,Progow Corp,875000.0,failure,1,Services,365.0,0.0,8,North America
4287,Progressive Book Club,1600000.0,failure,1,Community and Lifestyle,639.0,0.0,14,North America
4288,Progressive Finance,38730470.0,success,1,Services,4549.0,0.0,22,North America
4289,Project Hi-Fi,300000.0,failure,1,Services,323.0,0.0,16,North America
4290,Slice,38026000.0,success,4,Information Technology,131.0,1199.0,12,North America
4291,"Project Sport, LLC",38730470.0,failure,1,Services,2237.0,0.0,14,North America
4292,Prolexic Technologies,51900000.0,success,3,Information Technology,3008.0,850.0,19,North America
4293,Prometheus Laboratories,260000000.0,success,1,Health Care & Biotechnology,5485.0,0.0,27,North America
4294,Prompt Associates,38730470.0,success,1,Services,1275.0,0.0,33,North America
4295,PROnoise,38730470.0,failure,1,Media & Publishing,141.0,0.0,11,North America
4296,Proofpoint,79000000.0,success,5,Information Technology,500.0,1596.0,20,North America
4297,Propeller,1250000.0,failure,1,Game & Applications,177.0,0.0,9,North America
4298,PropertyBridge,2000000.0,success,1,Real Estate,1126.0,0.0,19,North America
4299,ProPharma Group,38730470.0,failure,1,Services,5196.0,0.0,21,North America
4300,Prospxt,38730470.0,failure,1,Services,152.0,0.0,7,North America
4301,ProStor Systems,26400000.0,success,3,Information Technology,550.0,1713.0,18,North America
4302,Protection One,250000000.0,success,1,Privacy and Security,9871.0,0.0,34,North America
4303,Protective Systems,788800.0,failure,1,Privacy and Security,1156.0,0.0,15,North America
4304,Protego Networks,6300000.0,success,1,Privacy and Security,745.0,0.0,20,North America
4305,Protein Forest,24010000.0,success,4,Health Care & Biotechnology,689.0,2177.0,20,North America
4306,Proteon Therapeutics,126538660.0,success,5,Health Care & Biotechnology,2439.0,2444.0,21,North America
4307,Protiva Biotherapeutics,8250000.0,success,2,Health Care & Biotechnology,2385.0,358.0,22,North America
4308,Proto Labs,52000000.0,success,1,Manufacturing,3518.0,0.0,23,North America
4309,ProtoExchange,133000.0,failure,2,Information Technology,220.0,78.0,10,North America
4310,Protonex Technology Corporation,181000000.0,success,5,Consumer Goods,319.0,4673.0,22,North America
4311,Provade,18384392.0,success,5,Information Technology,753.0,1661.0,18,North America
4312,Provigent,40000000.0,success,4,Media & Publishing,1725.0,1560.0,22,North America
4313,Proximal Data,7999996.0,success,4,Data Science,662.0,184.0,11,North America
4314,Proximex,1392000.0,success,1,Information Technology,2220.0,0.0,18,North America
4315,Proximic,10411000.0,success,4,Media & Publishing,31.0,1678.0,16,North America
4316,PRSM Healthcare,105000.0,failure,2,Health Care & Biotechnology,510.0,482.0,11,North America
4317,Psychiatric Solutions,25000000.0,success,1,Health Care & Biotechnology,5488.0,0.0,34,North America
4318,PTC Therapeutics,417100000.0,success,11,Health Care & Biotechnology,1357.0,5077.0,24,North America
4319,PublicEarth,4000000.0,failure,2,Information Technology,38.0,833.0,14,North America
4320,PublicStuff,6552136.0,success,3,Information Technology,886.0,491.0,13,North America
4321,PublikDemand,38730470.0,failure,1,Other,8.0,0.0,10,North America
4322,Puentes Company,100000.0,failure,1,Information Technology,396.0,0.0,10,North America
4323,Pulpo Media,38730470.0,success,2,Media & Publishing,151.0,245.0,14,North America
4324,Pulse,9800000.0,success,2,Electronics,158.0,253.0,12,North America
4325,Pulse Entertainment,5800000.0,success,1,Information Technology,4828.0,0.0,28,North America
4326,Punch Entertainment,2932278.0,failure,2,Messaging and Telecommunication,293.0,1153.0,17,North America
4327,Punchd,50000.0,success,1,Information Technology,44.0,0.0,11,North America
4328,PunchTab,11500000.0,success,3,Data Science,150.0,1065.0,11,North America
4329,PURE Bioscience,3251250.0,success,3,Health Care & Biotechnology,6887.0,615.0,30,North America
4330,Pure Digital Technologies,68200000.0,success,6,Information Technology,387.0,2156.0,21,North America
4331,Pure Networks,19500000.0,success,3,Information Technology,863.0,608.0,20,North America
4332,Pure Storage,530856480.0,success,8,Information Technology,30.0,1775.0,13,North America
4333,PureWave Networks,17000000.0,success,3,Electronics,2164.0,1653.0,19,North America
4334,PureCars,10000000.0,success,2,Transportation,2199.0,344.0,15,North America
4335,PureEnergy Solutions,7729998.0,failure,1,Information Technology,1773.0,0.0,17,North America
4336,Purewire,4750000.0,success,3,Information Technology,0.0,274.0,15,North America
4337,Push IO,200010.0,success,1,Information Technology,1679.0,0.0,13,North America
4338,PushButton Labs,38730470.0,failure,1,Game & Applications,0.0,0.0,13,North America
4339,Pushing Green,150000.0,failure,1,Services,455.0,0.0,13,North America
4340,Pushkart,250000.0,failure,1,Other,73.0,0.0,12,North America
4341,Pushpay,35094596.0,success,10,Information Technology,567.0,966.0,11,North America
4342,Pylba,1700000.0,failure,1,Electronics,423.0,0.0,10,North America
4343,Q Interactive,1500000.0,success,1,Media & Publishing,3896.0,0.0,27,North America
4344,Q Medical Centers,200000.0,failure,1,Health Care & Biotechnology,369.0,0.0,10,North America
4345,Q1 Labs,34400000.0,success,3,Privacy and Security,1050.0,1141.0,21,North America
4346,Q2ebanking,20000000.0,success,1,Services,3367.0,0.0,18,North America
4347,QBotix,23500000.0,failure,3,Information Technology,977.0,617.0,12,North America
4348,QC Corp,38730470.0,success,1,Manufacturing,15837.0,0.0,51,North America
4349,Qik,16600000.0,success,5,Electronics,678.0,1002.0,16,North America
4350,Qlika,1720000.0,success,2,Data Science,439.0,222.0,10,North America
4351,QlikTech,12500000.0,success,1,Data Science,4357.0,0.0,29,North America
4352,Qloud,600000.0,success,2,Media & Publishing,0.0,554.0,15,North America
4353,Qlusters,26360000.0,failure,2,Information Technology,1315.0,1095.0,21,North America
4354,Qovia,23260000.0,success,3,Information Technology,658.0,961.0,20,North America
4355,QponDirect,300000.0,failure,1,Information Technology,456.0,0.0,16,North America
4356,QSecure,49000000.0,failure,5,Privacy and Security,944.0,1525.0,19,North America
4357,Qu: Stay Curious,50000.0,failure,1,Data Science,0.0,0.0,7,North America
4358,Quad/Graphics,1900000000.0,success,1,Commerce & Marketing,15823.0,0.0,51,North America
4359,Quality Systems,23394036.0,success,2,Health Care & Biotechnology,13191.0,423.0,48,North America
4360,Quality Technology Services,25000000.0,success,1,Information Technology,1724.0,0.0,17,North America
4361,Qualys,38730470.0,success,1,Privacy and Security,1776.0,0.0,23,North America
4362,Quant the News,150000.0,failure,1,Services,0.0,0.0,15,North America
4363,Quanta Services,207900000.0,success,2,Real Estate,2114.0,69.0,25,North America
4364,QuantaLife,28712620.0,success,3,Health Care & Biotechnology,519.0,779.0,14,North America
4365,Quantivo,9400000.0,success,2,Data Science,1103.0,707.0,17,North America
4366,Quantum Materials Corporation,490000.0,success,2,Media & Publishing,2228.0,446.0,14,North America
4367,QuantumShift Communications,50500000.0,success,2,Information Technology,1014.0,785.0,25,North America
4368,Quartics,35638336.0,failure,5,Information Technology,1391.0,1478.0,19,North America
4369,Quattro Wireless,28300000.0,success,3,Media & Publishing,212.0,686.0,16,North America
4370,"Tonomi, Inc.",1800000.0,success,1,Information Technology,751.0,0.0,10,North America
4371,Quepasa,24300000.0,success,4,Information Technology,3895.0,2415.0,25,North America
4372,Quellan,39231990.0,success,18,Media & Publishing,126.0,2978.0,21,North America
4373,Queplix,1500000.0,failure,1,Information Technology,2070.0,0.0,18,North America
4374,Questia Media,90000000.0,success,1,Education,0.0,0.0,12,North America
4375,Questli,38730470.0,failure,1,Information Technology,247.0,0.0,11,North America
4376,Quick Hit,18950000.0,failure,5,Sports,23.0,1084.0,14,North America
4377,Quickcue,1800000.0,success,1,Information Technology,670.0,0.0,11,North America
4378,Quickoffice,30250000.0,success,5,Game & Applications,4527.0,1374.0,29,North America
4379,Quidsi,78500000.0,success,6,Commerce & Marketing,608.0,1327.0,17,North America
4380,Quigo,35000000.0,success,5,Media & Publishing,1521.0,1193.0,22,North America
4381,Quik.io,1280000.0,success,2,Information Technology,76.0,578.0,11,North America
4382,QuikCycle,8900000.0,failure,1,Information Technology,3346.0,0.0,24,North America
4383,QuinStreet,4000.0,success,2,Media & Publishing,619.0,2286.0,23,North America
4384,Quintessence Biosciences,1486000.0,failure,1,Health Care & Biotechnology,4560.0,0.0,22,North America
4385,Quintessent Communications,15000000.0,success,1,Services,1125.0,0.0,25,North America
4386,Quirky,185325010.0,failure,8,Other,0.0,3078.0,13,North America
4387,Qumu,24750000.0,success,3,Information Technology,1237.0,1583.0,19,North America
4388,Quotify Technology,935000.0,failure,1,Information Technology,861.0,0.0,14,North America
4389,Qwiki,10500000.0,success,3,Media & Publishing,282.0,264.0,13,North America
4390,R-Health,38730470.0,failure,1,Information Technology,5641.0,0.0,24,North America
4391,Rachis Corporation,38730470.0,success,1,Media & Publishing,1783.0,0.0,25,North America
4392,"RackN, Inc.",800000.0,failure,1,Game & Applications,238.0,0.0,8,North America
4393,Rackspace,11500000.0,success,1,Information Technology,790.0,0.0,24,North America
4394,Rackup,3500000.0,failure,2,Commerce & Marketing,0.0,609.0,14,North America
4395,Rad Power Bikes,320365.0,failure,1,Services,3011.0,0.0,15,North America
4396,Radius Health,212900000.0,success,6,Health Care & Biotechnology,1248.0,2215.0,19,North America
4397,Raffstar,38730470.0,failure,1,Information Technology,0.0,0.0,14,North America
4398,Raidarrr,18852.0,failure,1,Information Technology,246.0,0.0,10,North America
4399,RAIDCore,5000000.0,failure,1,Design & Platforms,1406.0,0.0,22,North America
4400,Rainfinity,15000000.0,success,1,Information Technology,700.0,0.0,24,North America
4401,RainStor,26284824.0,success,5,Data Science,1867.0,1333.0,18,North America
4402,Rakuten MediaForge,1500000.0,success,1,Media & Publishing,546.0,0.0,17,North America
4403,Rally Software,68850000.0,success,5,Information Technology,1990.0,1819.0,21,North America
4404,Rambus,288565570.0,success,2,Media & Publishing,7337.0,490.0,32,North America
4405,RampedMedia,38730470.0,failure,1,Information Technology,485.0,0.0,16,North America
4406,Rapid7,89000000.0,success,4,Information Technology,3182.0,2282.0,22,North America
4407,RapidEngines,1379372.0,success,2,Information Technology,396.0,507.0,12,North America
4408,"RapidValue Solutions, Inc",4184999.0,failure,1,Electronics,2051.0,0.0,14,North America
4409,Rapleaf,16000000.0,success,4,Information Technology,151.0,1923.0,16,North America
4410,Rapport,25500000.0,failure,2,Information Technology,1662.0,824.0,21,North America
4411,Rapportive,1000000.0,success,1,Information Technology,213.0,0.0,12,North America
4412,Raser Technologies,30000000.0,failure,1,Information Technology,2533.0,0.0,19,North America
4413,RatePoint,24500000.0,failure,4,Services,150.0,1299.0,16,North America
4414,Ratify,2000000.0,failure,1,Information Technology,979.0,0.0,12,North America
4415,Raven Biotechnologies,88300000.0,success,2,Health Care & Biotechnology,1463.0,1013.0,23,North America
4416,Ravn,38730470.0,failure,1,Travel and Tourism,0.0,0.0,11,North America
4417,RawData,1400000.0,failure,1,Media & Publishing,1036.0,0.0,13,North America
4418,Rawxies,512000.0,failure,1,Food & Agriculture,1682.0,0.0,11,North America
4419,RaySat,37000000.0,success,2,Transportation,2731.0,356.0,25,North America
4420,Rayspan,12500000.0,failure,1,Electronics,1213.0,0.0,16,North America
4421,RayV,16030566.0,success,4,Game & Applications,730.0,3054.0,17,North America
4422,Razor Insights,350000.0,success,1,Health Care & Biotechnology,706.0,0.0,12,North America
4423,Razorsight,38890000.0,success,6,Transportation,1837.0,3028.0,21,North America
4424,Rdio,125700000.0,failure,6,Media & Publishing,439.0,1630.0,14,North America
4425,ReachLocal,127335670.0,success,8,Media & Publishing,60.0,4083.0,18,North America
4426,Reactivity,8550000.0,success,1,Information Technology,2965.0,0.0,24,North America
4427,Ready Solar,1000000.0,success,1,Information Technology,2553.0,0.0,18,North America
4428,Readyforce,14200000.0,success,2,Information Technology,87.0,7.0,12,North America
4429,ReadyForZero,4777000.0,success,3,Services,31.0,365.0,12,North America
4430,Real Girls Media Network,13196231.0,success,2,Information Technology,319.0,730.0,16,North America
4431,Real Time Content,38730470.0,success,1,Media & Publishing,426.0,0.0,16,North America
4432,RealD,72000000.0,success,3,Media & Publishing,9941.0,635.0,42,North America
4433,Realine Technology,500000.0,failure,1,Other,0.0,0.0,7,North America
4434,Reality Crowd TV Media Corporation,90000.0,failure,2,Services,0.0,463.0,9,North America
4435,RealPage,86401576.0,success,8,Information Technology,3285.0,2816.0,27,North America
4436,Reaxion Corporation,2000000.0,success,1,Game & Applications,1708.0,0.0,21,North America
4437,Rebel Monkey,1000000.0,failure,1,Game & Applications,400.0,0.0,15,North America
4438,Receept,38730470.0,failure,1,Services,181.0,0.0,11,North America
4439,Receptos,73480060.0,success,4,Health Care & Biotechnology,872.0,1026.0,15,North America
4440,ReClaims,50000.0,failure,1,Services,371.0,0.0,13,North America
4441,Reclip.It,840000.0,success,2,Information Technology,0.0,366.0,10,North America
4442,Reconnex,16000000.0,success,1,Privacy and Security,1580.0,0.0,20,North America
4443,Recordant,12000000.0,failure,2,Information Technology,405.0,360.0,17,North America
4444,Recurve,14000000.0,success,2,Information Technology,1149.0,632.0,17,North America
4445,(RED),2323.0,success,1,Other,0.0,0.0,16,North America
4446,Red Aril,38730470.0,success,1,Media & Publishing,209.0,0.0,13,North America
4447,Red Bend Software,33200000.0,success,4,Information Technology,1907.0,1493.0,23,North America
4448,Red Blue Voice,25000.0,failure,1,Information Technology,23.0,0.0,11,North America
4449,Toro,1500000.0,success,1,Information Technology,424.0,0.0,10,North America
4450,Red Lambda,15208650.0,failure,4,Information Technology,2032.0,1374.0,17,North America
4451,Redbeacon,7400000.0,success,1,Information Technology,642.0,0.0,14,North America
4452,reddit,50100000.0,success,2,Media & Publishing,151.0,3408.0,17,North America
4453,Reddwerks Corporation,2150000.0,success,3,Information Technology,2388.0,280.0,19,North America
4454,Redeemr,250000.0,failure,3,Community and Lifestyle,28.0,374.0,11,North America
4455,RedPath Integrated Pathology,9300718.0,success,4,Health Care & Biotechnology,1084.0,2302.0,18,North America
4456,Red Stamp,38730470.0,success,1,Education,2466.0,0.0,17,North America
4457,Reduce Data,500000.0,success,1,Media & Publishing,123.0,0.0,10,North America
4458,Redux,8110454.0,success,5,Information Technology,0.0,2112.0,15,North America
4459,Redwood Systems,42250000.0,success,5,Information Technology,276.0,1335.0,14,North America
4460,Reef Point Systems,52000000.0,failure,3,Privacy and Security,2647.0,721.0,24,North America
4461,ReelBig,25000.0,failure,1,Game & Applications,435.0,0.0,9,North America
4462,Reesio,1583500.0,success,4,Services,556.0,717.0,10,North America
4463,Referly,1300000.0,failure,2,Information Technology,181.0,350.0,10,North America
4464,RefferedAgent.com,275000.0,failure,1,Real Estate,30.0,0.0,20,North America
4465,Reflectent Software,13500000.0,success,2,Electronics,1242.0,234.0,22,North America
4466,Refresh.io,10000000.0,success,1,Information Technology,677.0,0.0,11,North America
4467,Regado Biosciences,177000000.0,success,5,Health Care & Biotechnology,2276.0,2502.0,21,North America
4468,Regen,1602500.0,failure,1,Information Technology,779.0,0.0,14,North America
4469,REGENXBIO,108391870.0,success,3,Health Care & Biotechnology,1771.0,559.0,13,North America
4470,Regulus Therapeutics,34999990.0,success,2,Health Care & Biotechnology,1879.0,471.0,15,North America
4471,ReDoc Software,3949998.0,success,3,Information Technology,6588.0,340.0,27,North America
4472,Rehab Management Services,38730470.0,success,1,Health Care & Biotechnology,7005.0,0.0,46,North America
4473,Rehabtics,100000.0,failure,1,Sports,76.0,0.0,10,North America
4474,RelateIQ,69000000.0,success,4,Information Technology,234.0,945.0,11,North America
4475,Relationship Analytics,125000.0,failure,2,Data Science,247.0,41.0,10,North America
4476,Relativity Technologies,7500000.0,success,2,Information Technology,2624.0,479.0,25,North America
